Title,Opening Date,Closing Date,Days Played,Company,Series,Category,Year,Season,Notes,Lost,Country,Genre
SHADOW OF A DOUBT,2020-12-02,2020-12-02,1,Belcourt Theatre,Virtual,Film,2020,,,,,
MA RAINEY'S BLACK BOTTOM,2020-12-03,2020-12-17,15,Belcourt Theatre,Virtual,Film,2020,,,,,
BILLIE,2020-12-04,2020-12-08,5,Belcourt Theatre,Virtual,Film,2020,,,,,
REAR WINDOW,2020-12-04,2020-12-06,3,Belcourt Theatre,Virtual,Film,2020,,,,,
ANOTHER ROUND (Virtual),2020-12-04,2020-12-22,19,Belcourt Theatre,Virtual,Film,2020,,,,,
POSSESSOR: UNCUT,2020-12-09,2020-12-10,2,Belcourt Theatre,Virtual,Film,2020,,,,,
Living Room Film Club: Hitchcock Scholar Christina,2020-12-10,2020-12-10,1,Belcourt Theatre,Virtual,Film,2020,,,,,
MEET ME IN ST. LOUIS,2020-12-11,2020-12-13,3,Belcourt Theatre,Virtual,Film,2020,,,,,
VIDEODROME,2020-12-11,2020-12-12,2,Belcourt Theatre,Virtual,Film,2020,,,,,
AS TEARS GO BY (Virtual),2020-12-11,2020-12-11,1,Belcourt Theatre,Virtual,Film,2020,,,,,
CHUNGKING EXPRESS (Virtual),2020-12-11,2020-12-11,1,Belcourt Theatre,Virtual,Film,2020,,,,,
DAYS OF BEING WILD (Virtual),2020-12-11,2020-12-11,1,Belcourt Theatre,Virtual,Film,2020,,,,,
FALLEN ANGELS (Virtual),2020-12-11,2020-12-11,1,Belcourt Theatre,Virtual,Film,2020,,,,,
HAPPY TOGETHER (Virtual),2020-12-11,2020-12-11,1,Belcourt Theatre,Virtual,Film,2020,,,,,
IN THE MOOD FOR LOVE (Virtual),2020-12-11,2020-12-11,1,Belcourt Theatre,Virtual,Film,2020,,,,,
MAYOR (Virtual),2020-12-11,2020-12-11,1,Belcourt Theatre,Virtual,Film,2020,,,,,
THE CHANGIN' TIMES OF IKE WHITE (Virtual),2020-12-11,2020-12-11,1,Belcourt Theatre,Virtual,Film,2020,,,,,
THE HAND (Extended Cut) (Virtual),2020-12-11,2020-12-11,1,Belcourt Theatre,Virtual,Film,2020,,,,,
CHUNGKING EXPRESS,2020-12-12,2020-12-14,3,Belcourt Theatre,Virtual,Film,2020,,,,,
IN THE MOOD FOR LOVE,2020-12-13,2020-12-15,3,Belcourt Theatre,Virtual,Film,2020,,,,,
Living Room Film Club: MAYOR,2020-12-16,2020-12-16,1,Belcourt Theatre,Virtual,Film,2020,,,,,
NATIONAL LAMPOON'S CHRISTMAS VACATION,2020-12-16,2020-12-17,2,Belcourt Theatre,Virtual,Film,2020,,,,,
DIE HARD,2020-12-18,2020-12-19,2,Belcourt Theatre,Virtual,Film,2020,,,,,
IT'S A WONDERFUL LIFE,2020-12-18,2020-12-24,7,Belcourt Theatre,Virtual,Film,2020,,,,,
ASSASSINS (Virtual),2020-12-18,2020-12-18,1,Belcourt Theatre,Virtual,Film,2020,,,,,
TO THE ENDS OF THE EARTH (Virtual),2020-12-18,2020-12-18,1,Belcourt Theatre,Virtual,Film,2020,,,,,
EYES WIDE SHUT,2020-12-19,2020-12-22,4,Belcourt Theatre,Virtual,Film,2020,,,,,
GREMLINS,2020-12-20,2020-12-21,2,Belcourt Theatre,Virtual,Film,2020,,,,,
NEWS OF THE WORLD,2020-12-25,2020-12-31,7,Belcourt Theatre,Virtual,Film,2020,,,,,
PROMISING YOUNG WOMAN,2020-12-25,2020-12-31,7,Belcourt Theatre,Virtual,Film,2020,,,,,
HOW IT ENDS,2021-01-29,2021-01-29,1,Belcourt Theatre,Drive-in,Film,2021,,,,,
THE MOST BEAUTIFUL BOY IN THE WORLD,2021-01-29,2021-01-29,1,Belcourt Theatre,Drive-in,Film,2021,,,,,
MASS,2021-01-30,2021-01-30,1,Belcourt Theatre,Drive-in,Film,2021,,,,,
JOCKEY,2021-01-31,2021-01-31,1,Belcourt Theatre,Drive-in,Film,2021,,,,,
THE BLAZING WORLD,2021-01-31,2021-01-31,1,Belcourt Theatre,Drive-in,Film,2021,,,,,
JUDAS AND THE BLACK MESSIAH,2021-02-02,2021-02-02,1,Belcourt Theatre,Drive-in,Film,2021,,,,,
TOGETHER TOGETHER,2021-02-02,2021-02-02,1,Belcourt Theatre,Drive-in,Film,2021,,,,,
DEMON SLAYER: MUGEN TRAIN,2021-04-23,2021-05-22,30,Belcourt Theatre,,Film,2021,,,,,
STREET GANG: HOW WE GOT TO SESAME STREET,2021-04-23,2021-05-06,14,Belcourt Theatre,,Film,2021,,,,,
NOMADLAND,2021-04-30,2021-05-19,20,Belcourt Theatre,,Film,2021,,,,,
CINEMA PARADISO,2021-05-01,2021-05-09,9,Belcourt Theatre,,Film,2021,,,,,
JUDAS AND THE BLACK MESSIAH,2021-05-02,2021-05-09,8,Belcourt Theatre,,Film,2021,,,,,
SOUND OF METAL,2021-05-05,2021-05-12,8,Belcourt Theatre,,Film,2021,,,,,
GUNDA,2021-05-07,2021-05-20,14,Belcourt Theatre,,Film,2021,,,,,
MINARI,2021-05-07,2021-06-03,28,Belcourt Theatre,,Film,2021,,,,,
HOLLYWOOD SHUFFLE,2021-05-08,2021-05-09,2,Belcourt Theatre,,Film,2021,,,,,
ANOTHER ROUND,2021-05-09,2021-05-16,8,Belcourt Theatre,,Film,2021,,,,,
SISTERS WITH TRANSISTORS,2021-05-14,2021-06-07,25,Belcourt Theatre,,Film,2021,,,,,
THE STORY OF A THREE-DAY PASS,2021-05-14,2021-05-18,5,Belcourt Theatre,,Film,2021,,,,,
THE LAST PICTURE SHOW,2021-05-15,2021-05-23,9,Belcourt Theatre,,Film,2021,,,,,
NEW ORDER (Nuevo orden),2021-05-21,2021-06-01,12,Belcourt Theatre,,Film,2021,,,,,
SPRING BLOSSOM,2021-05-21,2021-05-25,5,Belcourt Theatre,,Film,2021,,,,,
8½,2021-05-22,2021-07-09,49,Belcourt Theatre,,Film,2021,,,,,
RIDERS OF JUSTICE,2021-05-28,2021-06-06,10,Belcourt Theatre,,Film,2021,,,,,
THE TRUFFLE HUNTERS,2021-05-28,2021-07-04,38,Belcourt Theatre,,Film,2021,,,,,
"GOODBYE, DRAGON INN",2021-05-29,2021-05-30,2,Belcourt Theatre,,Film,2021,,,,,
ROCKFIELD: THE STUDIO ON THE FARM,2021-06-02,2021-06-03,2,Belcourt Theatre,,Film,2021,,,,,
2001: A SPACE ODYSSEY,2021-06-04,2021-06-17,14,Belcourt Theatre,,Film,2021,,,,,
UNDINE,2021-06-04,2021-06-10,7,Belcourt Theatre,,Film,2021,,,,,
THE PERFECT CANDIDATE,2021-06-05,2021-06-08,4,Belcourt Theatre,,Film,2021,,,,,
CENSOR,2021-06-11,2021-06-28,18,Belcourt Theatre,,Film,2021,,,,,
FORBIDDEN PLANET,2021-06-12,2021-06-17,6,Belcourt Theatre,,Film,2021,,,,,
SWIMMING OUT TILL THE SEA TURNS BLUE,2021-06-12,2021-06-15,4,Belcourt Theatre,,Film,2021,,,,,
ATTACK THE BLOCK,2021-06-16,2021-06-16,1,Belcourt Theatre,,Film,2021,,,,,
NIGHTMARES IN A DAMAGED BRAIN,2021-06-17,2021-06-17,1,Belcourt Theatre,,Film,2021,,,,,
"ALL LIGHT, EVERYWHERE",2021-06-18,2021-06-28,11,Belcourt Theatre,,Film,2021,,,,,
RITA MORENO: JUST A GIRL WHO DECIDED TO GO FOR IT,2021-06-18,2021-06-27,10,Belcourt Theatre,,Film,2021,,,,,
THE SPARKS BROTHERS,2021-06-18,2021-07-13,26,Belcourt Theatre,,Film,2021,,,,,
CHILDREN OF MEN,2021-06-23,2021-06-23,1,Belcourt Theatre,,Film,2021,,,,,
LA STRADA,2021-06-25,2021-06-30,6,Belcourt Theatre,,Film,2021,,,,,
SCOTT PILGRIM VS. THE WORLD,2021-06-25,2021-06-27,3,Belcourt Theatre,,Film,2021,,,,,
I VITELLONI,2021-06-26,2021-06-29,4,Belcourt Theatre,,Film,2021,,,,,
SHAUN OF THE DEAD,2021-06-26,2021-06-28,3,Belcourt Theatre,,Film,2021,,,,,
THE WHITE SHEIK,2021-06-26,2021-06-28,3,Belcourt Theatre,,Film,2021,,,,,
IL BIDONE,2021-06-27,2021-06-30,4,Belcourt Theatre,,Film,2021,,,,,
ZOLA,2021-06-30,2021-07-29,30,Belcourt Theatre,,Film,2021,,,,,
NIGHTS OF CABIRIA,2021-07-01,2021-07-04,4,Belcourt Theatre,,Film,2021,,,,,
"SUMMER OF SOUL (…OR, WHEN THE REVOLUTION",2021-07-02,2021-08-05,35,Belcourt Theatre,,Film,2021,,,,,
LA DOLCE VITA,2021-07-07,2021-07-10,4,Belcourt Theatre,,Film,2021,,,,,
JULIET OF THE SPIRITS,2021-07-09,2021-07-14,6,Belcourt Theatre,,Film,2021,,,,,
AMARCORD,2021-07-10,2021-07-14,5,Belcourt Theatre,,Film,2021,,,,,
AND THE SHIP SAILS ON,2021-07-11,2021-07-15,5,Belcourt Theatre,,Film,2021,,,,,
ORCHESTRA REHEARSAL,2021-07-11,2021-07-15,5,Belcourt Theatre,,Film,2021,,,,,
CROOKLYN,2021-07-12,2021-07-12,1,Belcourt Theatre,,Film,2021,,,,,
PIG,2021-07-13,2021-08-08,27,Belcourt Theatre,,Film,2021,,,,,
ROADRUNNER: A FILM ABOUT ANTHONY BOURDAIN,2021-07-15,2021-09-09,57,Belcourt Theatre,,Film,2021,,,,,
THE PLAYERS CLUB,2021-07-19,2021-07-19,1,Belcourt Theatre,,Film,2021,,,,,
LA PISCINE,2021-07-23,2021-07-25,3,Belcourt Theatre,,Film,2021,,,,,
CatVideoFest 2021,2021-07-24,2021-07-27,4,Belcourt Theatre,,Film,2021,,,,,
SIGN O’ THE TIMES,2021-07-26,2021-08-03,9,Belcourt Theatre,,Film,2021,,,,,
WORKING GIRLS,2021-07-28,2021-07-28,1,Belcourt Theatre,,Film,2021,,,,,
THE GREEN KNIGHT,2021-07-30,2021-09-08,41,Belcourt Theatre,,Film,2021,,,,,
THE SECRET LIFE OF PLANTS,2021-08-02,2021-08-03,2,Belcourt Theatre,,Film,2021,,,,,
ANNETTE,2021-08-06,2021-08-19,14,Belcourt Theatre,,Film,2021,,,,,
WITHOUT GETTING KILLED OR CAUGHT,2021-08-06,2021-09-02,28,Belcourt Theatre,,Film,2021,,,,,
SUMMERTIME,2021-08-13,2021-08-19,7,Belcourt Theatre,,Film,2021,,,,,
SWAN SONG,2021-08-13,2021-09-01,20,Belcourt Theatre,,Film,2021,,,,,
MODERN TIMES,2021-08-14,2021-08-18,5,Belcourt Theatre,,Film,2021,,,,,
CODA,2021-08-20,2021-09-05,17,Belcourt Theatre,,Film,2021,,,,,
CRYPTOZOO,2021-08-20,2021-08-26,7,Belcourt Theatre,,Film,2021,,,,,
PLAYTIME,2021-08-21,2021-08-22,2,Belcourt Theatre,,Film,2021,,,,,
THE WOMAN WHO RAN,2021-08-22,2021-08-24,3,Belcourt Theatre,,Film,2021,,,,,
NO ORDINARY MAN,2021-08-25,2021-08-29,5,Belcourt Theatre,,Film,2021,,,,,
AILEY,2021-08-27,2021-09-05,10,Belcourt Theatre,,Film,2021,,,,,
FAST TIMES AT RIDGEMONT HIGH,2021-08-28,2021-08-30,3,Belcourt Theatre,,Film,2021,,,,,
DAYS,2021-08-29,2021-08-31,3,Belcourt Theatre,,Film,2021,,,,,
2021 Sundance Film Festival Short Film Tour,2021-09-01,2021-09-12,12,Belcourt Theatre,,Film,2021,,,,,
JACKIE BROWN,2021-09-03,2021-09-06,4,Belcourt Theatre,,Film,2021,,,,,
THE LOST LEONARDO,2021-09-03,2021-09-28,26,Belcourt Theatre,,Film,2021,,,,,
TO CATCH A THIEF,2021-09-04,2021-09-08,5,Belcourt Theatre,,Film,2021,,,,,
HEAT,2021-09-06,2021-09-23,18,Belcourt Theatre,,Film,2021,,,,,
DOG DAY AFTERNOON,2021-09-07,2021-09-12,6,Belcourt Theatre,,Film,2021,,,,,
LUPIN THE 3RD: THE CASTLE OF CAGLIOSTRO,2021-09-08,2021-09-21,14,Belcourt Theatre,,Film,2021,,,,,
POINT BREAK,2021-09-10,2021-09-22,13,Belcourt Theatre,,Film,2021,,,,,
THE CARD COUNTER,2021-09-10,2021-09-30,21,Belcourt Theatre,,Film,2021,,,,,
EYIMOFE (THIS IS MY DESIRE),2021-09-11,2021-09-14,4,Belcourt Theatre,,Film,2021,,,,,
RIFIFI,2021-09-11,2021-09-16,6,Belcourt Theatre,,Film,2021,,,,,
LYDIA LUNCH: THE WAR IS NEVER OVER,2021-09-13,2021-09-15,3,Belcourt Theatre,,Film,2021,,,,,
WIDOWS,2021-09-15,2021-09-19,5,Belcourt Theatre,,Film,2021,,,,,
BOTTLE ROCKET,2021-09-17,2021-09-24,8,Belcourt Theatre,,Film,2021,,,,,
MOGUL MOWGLI,2021-09-17,2021-09-21,5,Belcourt Theatre,,Film,2021,,,,,
THE LADYKILLERS,2021-09-17,2021-09-22,6,Belcourt Theatre,,Film,2021,,,,,
HUSTLERS,2021-09-20,2021-09-20,1,Belcourt Theatre,,Film,2021,,,,,
PRISONERS OF THE GHOSTLAND,2021-09-22,2021-10-03,12,Belcourt Theatre,,Film,2021,,,,,
INCEPTION,2021-09-24,2021-09-28,5,Belcourt Theatre,,Film,2021,,,,,
THE EYES OF TAMMY FAYE,2021-09-24,2021-10-21,28,Belcourt Theatre,,Film,2021,,,,,
FAYA DAYI,2021-09-25,2021-09-28,4,Belcourt Theatre,,Film,2021,,,,,
THE ITALIAN JOB,2021-09-25,2021-09-29,5,Belcourt Theatre,,Film,2021,,,,,
THE NOWHERE INN,2021-09-27,2021-10-03,7,Belcourt Theatre,,Film,2021,,,,,
THE TAKING OF PELHAM ONE TWO THREE,2021-09-29,2021-10-03,5,Belcourt Theatre,,Film,2021,,,,,
TITANE,2021-09-30,2021-10-21,22,Belcourt Theatre,,Film,2021,,,,,
AZOR,2021-10-01,2021-10-07,7,Belcourt Theatre,,Film,2021,,,,,
THE GREAT MUPPET CAPER,2021-10-02,2021-10-05,4,Belcourt Theatre,,Film,2021,,,,,
THE KIDS ARE ALRIGHT,2021-10-04,2021-10-04,1,Belcourt Theatre,,Film,2021,,,,,
LAMB,2021-10-07,2021-10-28,22,Belcourt Theatre,,Film,2021,,,,,
EL PLANETA,2021-10-08,2021-10-14,7,Belcourt Theatre,,Film,2021,,,,,
LE CERCLE ROUGE,2021-10-09,2021-10-13,5,Belcourt Theatre,,Film,2021,,,,,
PHANTOM OF THE PARADISE,2021-10-11,2021-10-11,1,Belcourt Theatre,,Film,2021,,,,,
THE RESCUE,2021-10-15,2021-11-07,24,Belcourt Theatre,,Film,2021,,,,,
THE VELVET UNDERGROUND,2021-10-15,2021-11-04,21,Belcourt Theatre,,Film,2021,,,,,
REC,2021-10-16,2021-10-16,1,Belcourt Theatre,12 Hours of Terror,Film,2021,,,,,
Blood Diner,2021-10-16,2021-10-16,1,Belcourt Theatre,12 Hours of Terror,Film,2021,,,,,
Alone in the Dark,2021-10-16,2021-10-16,1,Belcourt Theatre,12 Hours of Terror,Film,2021,,,,,
Arrebato,2021-10-16,2021-10-16,1,Belcourt Theatre,12 Hours of Terror,Film,2021,,,,,
Leviathan,2021-10-16,2021-10-16,1,Belcourt Theatre,12 Hours of Terror,Film,2021,,,,,
Exorcist II: The Heretic,2021-10-16,2021-10-16,1,Belcourt Theatre,12 Hours of Terror,Film,2021,,,,,
Silent Madness,2021-10-16,2021-10-16,1,Belcourt Theatre,12 Hours of Terror,Film,2021,,,,,
TOM PETTY: SOMEWHERE YOU FEEL FREE,2021-10-20,2021-10-27,8,Belcourt Theatre,,Film,2021,,,,,
BERGMAN ISLAND,2021-10-22,2021-10-28,7,Belcourt Theatre,,Film,2021,,,,,
POSSESSION,2021-10-22,2021-11-04,14,Belcourt Theatre,,Film,2021,,,,,
ABBOTT AND COSTELLO MEET FRANKENSTEIN,2021-10-23,2021-10-23,1,Belcourt Theatre,,Film,2021,,,,,
BRIDE OF FRANKENSTEIN,2021-10-23,2021-10-23,1,Belcourt Theatre,,Film,2021,,,,,
FRANKENSTEIN,2021-10-23,2021-10-23,1,Belcourt Theatre,,Film,2021,,,,,
ARREBATO,2021-10-24,2021-10-24,1,Belcourt Theatre,,Film,2021,,,,,
CREATURE FROM THE BLACK LAGOON,2021-10-24,2021-10-24,1,Belcourt Theatre,,Film,2021,,,,,
DRÁCULA,2021-10-24,2021-10-24,1,Belcourt Theatre,,Film,2021,,,,,
THE MUMMY,2021-10-24,2021-10-24,1,Belcourt Theatre,,Film,2021,,,,,
FIRE MUSIC,2021-10-25,2021-10-25,1,Belcourt Theatre,,Film,2021,,,,,
THE HOWLING,2021-10-26,2021-10-30,5,Belcourt Theatre,,Film,2021,,,,,
BLOOD FOR DRACULA,2021-10-27,2021-10-27,1,Belcourt Theatre,,Film,2021,,,,,
LAST NIGHT IN SOHO (35mm),2021-10-28,2021-11-18,22,Belcourt Theatre,,Film,2021,,,,,
THE FRENCH DISPATCH,2021-10-28,2022-01-13,78,Belcourt Theatre,,Film,2021,,,,,
AN AMERICAN WEREWOLF IN LONDON,2021-10-29,2021-10-31,3,Belcourt Theatre,,Film,2021,,,,,
KAREN DALTON: IN MY OWN TIME,2021-11-05,2021-11-11,7,Belcourt Theatre,,Film,2021,,,,,
LAST NIGHT IN SOHO (DCP),2021-11-10,2021-11-23,14,Belcourt Theatre,,Film,2021,,,,,
MASS,2021-11-12,2021-11-21,10,Belcourt Theatre,,Film,2021,,,,,
GODZILLA,2021-11-13,2021-11-16,4,Belcourt Theatre,,Film,2021,,,,,
BUENA VISTA SOCIAL CLUB,2021-11-15,2021-11-15,1,Belcourt Theatre,,Film,2021,,,,,
SWEET SWEETBACK’S BAADASSSSS SONG,2021-11-19,2021-11-23,5,Belcourt Theatre,,Film,2021,,,,,
THE POWER OF THE DOG,2021-11-19,2021-12-05,17,Belcourt Theatre,,Film,2021,,,,,
THE LAST WALTZ,2021-11-22,2021-11-22,1,Belcourt Theatre,,Film,2021,,,,,
C’MON C’MON,2021-11-24,2021-12-23,30,Belcourt Theatre,,Film,2021,,,,,
JULIA,2021-11-24,2021-12-16,23,Belcourt Theatre,,Film,2021,,,,,
BREATHLESS,2021-11-26,2021-12-06,11,Belcourt Theatre,,Film,2021,,,,,
LEARNING TO LIVE TOGETHER: THE RETURN OF MAD DOGS,2021-11-29,2021-12-12,14,Belcourt Theatre,,Film,2021,,,,,
DEEP RED,2021-12-03,2021-12-29,27,Belcourt Theatre,,Film,2021,,,,,
HIVE,2021-12-03,2021-12-09,7,Belcourt Theatre,,Film,2021,,,,,
BENEDETTA,2021-12-08,2021-12-15,8,Belcourt Theatre,,Film,2021,,,,,
BEING THE RICARDOS,2021-12-10,2021-12-23,14,Belcourt Theatre,,Film,2021,,,,,
WHEEL OF FORTUNE AND FANTASY,2021-12-10,2021-12-14,5,Belcourt Theatre,,Film,2021,,,,,
CHESS OF THE WIND,2021-12-11,2021-12-15,5,Belcourt Theatre,,Film,2021,,,,,
LICORICE PIZZA: 35mm Preview Screening,2021-12-11,2021-12-11,1,Belcourt Theatre,,Film,2021,,,,,
CHAMELEON STREET,2021-12-12,2021-12-16,5,Belcourt Theatre,,Film,2021,,,,,
LICORICE PIZZA 35mm Sneak Peek,2021-12-16,2021-12-16,1,Belcourt Theatre,,Film,2021,,,,,
IT’S A WONDERFUL LIFE,2021-12-17,2021-12-28,12,Belcourt Theatre,,Film,2021,,,,,
KISS KISS BANG BANG,2021-12-17,2021-12-21,5,Belcourt Theatre,,Film,2021,,,,,
BATMAN RETURNS,2021-12-18,2021-12-22,5,Belcourt Theatre,,Film,2021,,,,,
THE MUPPET CHRISTMAS CAROL,2021-12-18,2021-12-30,13,Belcourt Theatre,,Film,2021,,,,,
THE WIZ,2021-12-20,2021-12-20,1,Belcourt Theatre,,Film,2021,,,,,
DIE HARD,2021-12-23,2021-12-23,1,Belcourt Theatre,,Film,2021,,,,,
LICORICE PIZZA,2021-12-24,2022-03-25,92,Belcourt Theatre,,Film,2021,,,,,
FIDDLER ON THE ROOF,2021-12-25,2021-12-25,1,Belcourt Theatre,,Film,2021,,,,,
RED ROCKET,2021-12-25,2022-01-09,16,Belcourt Theatre,,Film,2021,,,,,
THE APARTMENT,2021-12-26,2021-12-28,3,Belcourt Theatre,,Film,2021,,,,,
MOONSTRUCK,2021-12-27,2021-12-27,1,Belcourt Theatre,,Film,2021,,,,,
DRIVE MY CAR,2022-01-01,2022-03-26,85,Belcourt Theatre,,Film,2022,,,,,
THE TRAGEDY OF MACBETH,2022-01-01,2022-02-23,54,Belcourt Theatre,,Film,2022,,,,,
MIRACLE IN MILAN,2022-01-02,2022-01-02,1,Belcourt Theatre,,Film,2022,,,,,
PASSING,2022-01-07,2022-01-08,2,Belcourt Theatre,,Film,2022,,,,,
THRONE OF BLOOD,2022-01-08,2022-01-09,2,Belcourt Theatre,,Film,2022,,,,,
THE SOUVENIR: PART II,2022-01-09,2022-01-11,3,Belcourt Theatre,,Film,2022,,,,,
WALK HARD: THE DEWEY COX STORY,2022-01-10,2022-01-10,1,Belcourt Theatre,,Film,2022,,,,,
I WAS A SIMPLE MAN,2022-01-12,2022-01-13,2,Belcourt Theatre,,Film,2022,,,,,
BELLE,2022-01-13,2022-01-27,15,Belcourt Theatre,,Film,2022,,,,,
RAN,2022-01-15,2022-01-16,2,Belcourt Theatre,,Film,2022,,,,,
THE DISCIPLE,2022-01-17,2022-01-18,2,Belcourt Theatre,,Film,2022,,,,,
BEANS,2022-01-18,2022-01-19,2,Belcourt Theatre,,Film,2022,,,,,
LUZZU,2022-01-19,2022-01-20,2,Belcourt Theatre,,Film,2022,,,,,
PARALLEL MOTHERS,2022-01-21,2022-02-17,28,Belcourt Theatre,,Film,2022,,,,,
THE BAD SLEEP WELL,2022-01-22,2022-01-23,2,Belcourt Theatre,,Film,2022,,,,,
RADIO ON,2022-01-24,2022-01-24,1,Belcourt Theatre,,Film,2022,,,,,
WRITING WITH FIRE,2022-01-25,2022-01-26,2,Belcourt Theatre,,Film,2022,,,,,
"QUO VADIS, AIDA?",2022-01-26,2022-01-27,2,Belcourt Theatre,,Film,2022,,,,,
OUT OF THE BLUE,2022-01-28,2022-02-10,14,Belcourt Theatre,,Film,2022,,,,,
THE VELVET QUEEN,2022-01-28,2022-02-20,24,Belcourt Theatre,,Film,2022,,,,,
FLEE,2022-02-04,2022-02-20,17,Belcourt Theatre,,Film,2022,,,,,
IN THE HEAT OF THE NIGHT,2022-02-05,2022-02-08,4,Belcourt Theatre,,Film,2022,,,,,
POLY STYRENE: I AM A CLICHÉ,2022-02-07,2022-02-07,1,Belcourt Theatre,,Film,2022,,,,,
NIGHTMARE ALLEY: VISION IN DARKNESS AND LIGHT,2022-02-09,2022-02-10,2,Belcourt Theatre,,Film,2022,,,,,
BLUE VELVET,2022-02-11,2022-02-14,4,Belcourt Theatre,,Film,2022,,,,,
"TO SIR, WITH LOVE",2022-02-12,2022-02-13,2,Belcourt Theatre,,Film,2022,,,,,
STOP-ZEMLIA,2022-02-13,2022-02-15,3,Belcourt Theatre,,Film,2022,,,,,
THE SCARY OF SIXTY-FIRST,2022-02-16,2022-02-19,4,Belcourt Theatre,,Film,2022,,,,,
THE WORST PERSON IN THE WORLD,2022-02-18,2022-04-07,49,Belcourt Theatre,,Film,2022,,,,,
THE DEFIANT ONES,2022-02-19,2022-02-20,2,Belcourt Theatre,,Film,2022,,,,,
"LINGUI, THE SACRED BONDS",2022-02-20,2022-02-22,3,Belcourt Theatre,,Film,2022,,,,,
Everything Is Terrible! Kidz Klub Tour 2022,2022-02-21,2022-02-21,1,Belcourt Theatre,,Film,2022,,,,,
STRAWBERRY MANSION,2022-02-23,2022-03-10,16,Belcourt Theatre,,Film,2022,,,,,
CYRANO,2022-02-25,2022-03-17,21,Belcourt Theatre,,Film,2022,,,,,
PARIS BLUES,2022-02-26,2022-02-28,3,Belcourt Theatre,,Film,2022,,,,,
2022 Oscar-Nominated Short Films: Animation,2022-03-04,2022-03-31,28,Belcourt Theatre,,Film,2022,,,,,
2022 Oscar-Nominated Short Films: Live Action,2022-03-04,2022-03-31,28,Belcourt Theatre,,Film,2022,,,,,
AFTER YANG,2022-03-04,2022-03-17,14,Belcourt Theatre,,Film,2022,,,,,
2022 Oscar-Nominated Short Films: Documentary,2022-03-05,2022-03-30,26,Belcourt Theatre,,Film,2022,,,,,
M,2022-03-05,2022-03-06,2,Belcourt Theatre,,Film,2022,,,,,
COOLEY HIGH,2022-03-07,2022-03-07,1,Belcourt Theatre,,Film,2022,,,,,
THE CONVERSATION,2022-03-11,2022-03-31,21,Belcourt Theatre,,Film,2022,,,,,
CAR WASH,2022-03-14,2022-03-14,1,Belcourt Theatre,,Film,2022,,,,,
COMPARTMENT NO. 6,2022-03-18,2022-03-24,7,Belcourt Theatre,,Film,2022,,,,,
DUNE,2022-03-18,2022-03-26,9,Belcourt Theatre,,Film,2022,,,,,
NIGHTMARE ALLEY,2022-03-18,2022-03-26,9,Belcourt Theatre,,Film,2022,,,,,
BELFAST,2022-03-19,2022-04-21,34,Belcourt Theatre,,Film,2022,,,,,
REAR WINDOW,2022-03-19,2022-03-29,11,Belcourt Theatre,,Film,2022,,,,,
WEST SIDE STORY,2022-03-19,2022-03-25,7,Belcourt Theatre,,Film,2022,,,,,
CODA,2022-03-20,2022-03-31,12,Belcourt Theatre,,Film,2022,,,,,
DON’T LOOK UP,2022-03-20,2022-03-25,6,Belcourt Theatre,,Film,2022,,,,,
KING RICHARD,2022-03-20,2022-03-26,7,Belcourt Theatre,,Film,2022,,,,,
THE POWER OF THE DOG,2022-03-20,2022-03-26,7,Belcourt Theatre,,Film,2022,,,,,
THE LAST DRAGON,2022-03-21,2022-03-21,1,Belcourt Theatre,,Film,2022,,,,,
SOYLENT GREEN,2022-03-22,2022-03-22,1,Belcourt Theatre,,Film,2022,,,,,
THE TRUMAN SHOW,2022-03-26,2022-03-29,4,Belcourt Theatre,,Film,2022,,,,,
LAST AND FIRST MEN,2022-03-28,2022-04-12,16,Belcourt Theatre,,Film,2022,,,,,
DR. STRANGELOVE OR,2022-04-01,2022-04-06,6,Belcourt Theatre,,Film,2022,,,,,
GREAT FREEDOM,2022-04-01,2022-04-06,6,Belcourt Theatre,,Film,2022,,,,,
Super Secret Mystery Midnight Movie Spectacular,2022-04-01,2022-04-01,1,Belcourt Theatre,,Film,2022,,,,,
YOU WON’T BE ALONE,2022-04-01,2022-04-16,16,Belcourt Theatre,,Film,2022,,,,,
"SUMMER OF SOUL (…OR, WHEN THE REVOLUTION",2022-04-04,2022-04-04,1,Belcourt Theatre,,Film,2022,,,,,
STRANGE DAYS,2022-04-05,2022-04-05,1,Belcourt Theatre,,Film,2022,,,,,
EVERYTHING EVERYWHERE ALL AT ONCE,2022-04-07,2022-06-29,84,Belcourt Theatre,,Film,2022,,,,,
AHED’S KNEE,2022-04-08,2022-04-14,7,Belcourt Theatre,,Film,2022,,,,,
THE AUTOMAT,2022-04-08,2022-04-21,14,Belcourt Theatre,,Film,2022,,,,,
YOUNG FRANKENSTEIN,2022-04-09,2022-04-10,2,Belcourt Theatre,,Film,2022,,,,,
JIMI HENDRIX EXPERIENCE: LIVE IN MAUI,2022-04-11,2022-04-11,1,Belcourt Theatre,,Film,2022,,,,,
EVIL DEAD II,2022-04-15,2022-04-15,1,Belcourt Theatre,,Film,2022,,,,,
"PARIS, 13TH DISTRICT",2022-04-15,2022-04-21,7,Belcourt Theatre,,Film,2022,,,,,
THE EARTH IS BLUE AS AN ORANGE,2022-04-15,2022-04-21,7,Belcourt Theatre,,Film,2022,,,,,
