Title,Opening Date,Closing Date,Days Played,Company,Series,Category,Year,Season,Notes,Lost,Country,Genre
"Musical Revue featuring Lucile O'Dea ""The Irish Nightingale""",1926-05-11,1926-05-12,2,Hillsboro Theatre,,Concert,1926,,,FALSE,,
Flaming Waters,1926-05-12,1926-05-13,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Galilean (Der Galiläer),1926-05-17,1926-05-20,4,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Galilean (Der Galiläer),1926-05-26,1926-05-28,3,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Wallace Minstrels - Live Variety Act,1926-05-21,1926-05-21,1,Hillsboro Theatre,,Vaudeville,1926,,,FALSE,,
The Isle of Retribution,1926-05-31,1926-06-02,3,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
Concert (Dance Recital),1926-06-07,1926-06-07,1,Hillsboro Theatre,,Concert,1926,,,FALSE,,
The Early Bird,1926-06-08,1926-06-10,3,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
When the Clouds Roll By,1926-06-11,1926-06-12,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The King of the Turf,1926-06-15,1926-06-16,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
How Baxter Butted In,1926-06-17,1926-06-18,2,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
Tracked in the Snow Country,1926-06-19,1926-06-19,1,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Freshmen,1926-06-22,1926-06-23,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Age of Innocence,1926-06-24,1926-06-24,1,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
Hands Across the Border,1926-06-25,1926-06-26,2,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
Way Down East,1926-06-29,1926-06-30,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
My Wife and I,1926-07-01,1926-07-01,1,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
Hot Water,1926-07-02,1926-07-03,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Speed Spook,1926-07-05,1926-07-07,3,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Narrow Street,1926-07-08,1926-07-08,1,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Mine with the Iron Door,1926-07-09,1926-07-10,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Manhandled,1926-07-12,1926-07-13,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Monsieur Beaucaire,1926-07-13,1926-07-13,1,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Jade Cup,1926-07-14,1926-07-15,2,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
The Dark Swan,1926-07-16,1926-07-16,1,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
The Code of the West,1926-07-17,1926-07-17,1,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
The Girl of the Limberlost,1926-07-19,1926-07-20,2,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
Hollywood Kid,1926-07-19,1926-07-20,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Rose Time,1926-07-21,1926-07-21,1,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
A Lost Lady,1926-07-22,1926-07-22,1,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
The Tough Guy,1926-07-23,1926-07-24,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Manhandled,1926-07-27,1926-07-27,1,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The City That Never Sleeps,1926-07-28,1926-07-28,1,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
Three Women,1926-07-29,1926-07-29,1,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Captain Blood,1926-07-30,1926-07-31,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Battling Brewster,1926-07-30,1926-07-31,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Green Archer,1926-07-30,1926-07-31,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Unguarded Women,1926-08-04,1926-08-04,1,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
The Imposter,1926-08-05,1926-08-06,2,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
All Around Frying Pan,1926-08-07,1926-08-07,1,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
The Green Archer,1926-08-07,1926-08-07,1,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
America,1926-08-09,1926-08-10,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Change the Needle (short),1926-08-09,1926-08-10,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Enemy Sex,1926-08-11,1926-08-12,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Bungalow Boobs (short),1926-08-11,1926-08-12,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
One Law for the Woman,1926-08-16,1926-08-17,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
High Society (Our Gang short),1926-08-16,1926-08-17,2,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Sinners in Heaven,1926-08-18,1926-08-19,2,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
Flame of the Argentine,1926-08-20,1926-08-20,1,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
The Fall Guy (short),1926-08-20,1926-08-20,1,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Devil's Cargo,1926-08-21,1926-08-21,1,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Green Archer,1926-08-21,1926-08-21,1,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
Her Love Story,1926-08-23,1926-08-24,2,Hillsboro Theatre,,Silent Film,1926,,,TRUE,,
The Gold Rush,1926-09-23,1926-09-25,3,Hillsboro Theatre,,Silent Film,1926,,,FALSE,,
The Yankee Clipper,1927-05-30,1927-06-06,8,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
The Winning of Barbara Worth,1927-06-07,1927-06-09,3,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
The Bat,1927-06-10,1927-06-11,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
The Sunshine Kids,1927-06-13,1927-06-18,6,Hillsboro Theatre,,Vaudeville,1927,,,FALSE,,
Borrowed Finery,1927-06-13,1927-06-15,3,Hillsboro Theatre,,Silent Film,1927,,,TRUE,,
Morganson's Finish,1927-06-16,1927-06-18,3,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Just Another Blonde,1927-06-21,1927-06-21,1,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
"""Dad and His Gang""",1927-06-21,1927-06-21,1,Hillsboro Theatre,,Concert,1927,,,FALSE,,
The Black Pirate,1927-06-22,1927-06-25,4,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Crown of Thorns (German 1923) - Marketed as The Prince of Peace ,1927-06-27,1927-07-01,5,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
The Plastic Age,1927-07-05,1927-07-07,3,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
The Brave Heart,1927-07-08,1927-07-09,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
The Night of Love,1927-07-10,1927-07-14,5,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Breed of the Sea,1927-07-15,1927-07-16,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Sparrows,1927-07-18,1927-07-21,4,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Seven Days,1927-07-22,1927-07-23,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Stella Dallas,1927-07-25,1927-07-28,4,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Don Q,1927-07-29,1927-07-30,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
"Her Honor, The Governor",1927-08-02,1927-08-04,3,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Bred in Old Kentucky,1927-08-05,1927-08-06,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Pleasures of the Rich,1927-08-08,1927-08-09,2,Hillsboro Theatre,,Silent Film,1927,,,TRUE,,
Out of the Storm,1927-08-10,1927-08-10,1,Hillsboro Theatre,,Silent Film,1927,,,TRUE,,
The General,1927-08-11,1927-08-13,3,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Moulders of Men,1927-08-23,1927-08-24,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Madam Behave,1927-08-25,1927-08-26,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Manhattan Madness,1927-08-27,1927-08-28,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Resurrection,1927-08-29,1927-08-31,3,Hillsboro Theatre,,Silent Film,1927,,,TRUE,,
Flames,1927-09-01,1927-09-02,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
The High Hand,1927-09-03,1927-09-05,3,Hillsboro Theatre,,Silent Film,1927,,,TRUE,,
The Love of Sunya,1927-09-06,1927-09-07,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
The Mark of Zorro,1927-09-08,1927-09-09,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
Sandow: Code of the Northwest,1927-09-10,1927-09-11,2,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
The Beloved Rogue,1927-09-12,1927-09-14,3,Hillsboro Theatre,,Silent Film,1927,,,FALSE,,
The Imaginary Invalid,1926-04-15,1926-04-17,,The Little Theatre Guild,,Play,1926,1,,,,
"A Bill of Four One-Act Plays: Sabotage; The Stepmother; Poor Columbine; Long, Long Ago",1926-04-26,1926-04-27,,The Little Theatre Guild,,Play,1926,1,,,,
To The Ladies,1926-05-13,1926-05-14,,The Little Theatre Guild,,Play,1926,1,,,,
Captain Applejack,1926-10-27,1926-10-29,,The Little Theatre Guild,,Play,1926,2,The theatre was decorated with bones and treasure chests. Society girls served as ushers for the evening and were dressed as pirates,,,
The School For Scandal,1926-11-22,1926-11-24,,The Little Theatre Guild,,Play,1926,2,,,,
The Star Sapphire,1926-12-27,1927-01-01,,The Little Theatre Guild,,Play,1926,2,,,,
Mrs. Bumpstead-Leigh,1927-01-19,1927-01-21,,The Little Theatre Guild,,Play,1927,2,,,,
The Passing of the Third Floor Back,1927-02-21,1927-02-23,,The Little Theatre Guild,,Play,1927,2,,,,
Enter Madame,1927-03-23,1927-03-25,,The Little Theatre Guild,,Play,1927,2,,,,
"The ""Woodmen's Frolic"" ",1927-04-12,1927-04-12,,The Little Theatre Guild,,Concert,1927,,,,,
Outward Bound,1927-04-21,1927-04-23,,The Little Theatre Guild,,Play,1927,2,,,,
An Evening of One Act Plays: White Elephants; Butterfly Hearts; The Host,1927-05-23,1927-05-25,,The Little Theatre Guild,,Play,1927,2,,,,
The Poor Nut,1927-10-19,1927-10-22,,The Little Theatre Guild,,Play,1927,3,,,,
The Servant in the House,1927-11-16,1927-11-19,,The Little Theatre Guild,,Play,1927,3,,,,
The Black Flamingo,1927-12-12,1927-12-15,,The Little Theatre Guild,,Play,1927,3,,,,
The Last of Mrs. Cheney,1928-01-25,1928-01-28,,The Little Theatre Guild,,Play,1928,3,,,,
The Butter and Egg Man,1928-02-29,1928-03-03,,The Little Theatre Guild,,Play,1928,3,,,,
Loose Ankles,1928-03-28,1928-03-31,,The Little Theatre Guild,,Play,1928,3,,,,
Craig's Wife,1928-05-02,1928-05-05,,The Little Theatre Guild,,Play,1928,3,,,,
Meet the Wife,1928-05-23,1928-05-26,,The Little Theatre Guild,,Play,1928,3,,,,
The Happy Husband,1928-10-17,1928-10-20,,The Little Theatre Guild,,Play,1928,4,,,,
The Dover Road,1928-11-21,1928-11-24,,The Little Theatre Guild,,Play,1928,4,,,,
Children of the Moon,1928-12-12,1928-12-15,,The Little Theatre Guild,,Play,1928,4,,,,
The Torch Bearers,1929-01-23,1929-01-26,,The Little Theatre Guild,,Play,1929,4,,,,
Erstwhile Susan,1929-03-06,1929-03-09,,The Little Theatre Guild,,Play,1929,4,,,,
The Vortex,1929-04-03,1929-04-06,,The Little Theatre Guild,,Play,1929,4,,,,
Sun-up,1929-04-22,1929-04-25,,The Little Theatre Guild,,Play,1929,4,,,,
Charley's Aunt,1929-05-22,1925-05-25,,The Little Theatre Guild,,Play,1929,4,,,,
Hay Fever,1929-10-16,1929-10-19,,The Little Theatre Guild,,Play,1929,5,,,,
Liliom,1929-11-20,1929-11-23,,The Little Theatre Guild,,Play,1929,5,,,,
On Approval,1930-01-08,1930-01-11,,The Little Theatre Guild,,Play,1930,5,,,,
The Wild Duck,1930-01-29,1930-02-01,,The Little Theatre Guild,,Play,1930,5,,,,
The Racket,1930-02-26,1930-03-01,,The Little Theatre Guild,,Play,1930,5,,,,
Candida,1930-03-26,1930-03-29,,The Little Theatre Guild,,Play,1930,5,,,,
Her Husband's Wife,1930-04-22,1930-04-25,,The Little Theatre Guild,,Play,1930,5,,,,
The Cradle Song,1930-05-07,1930-05-10,,The Little Theatre Guild,,Play,1930,5,,,,
The Royal Family,1930-10-22,1930-10-25,,The Little Theatre Guild,,Play,1930,6,,,,
The Sea Gull,1930-12-03,1930-12-06,,The Little Theatre Guild,,Play,1930,6,,,,
The Fourth Wall,1931-01-28,1931-01-31,,The Little Theatre Guild,,Play,1931,6,,,,
Dancing Mothers,1931-03-04,1931-03-07,,The Little Theatre Guild,,Play,1931,6,,,,
The Guardsman,1931-03-18,1931-03-21,,The Little Theatre Guild,,Play,1931,6,,,,
The Front Page,1931-04-15,1931-04-18,,The Little Theatre Guild,,Play,1931,6,,,,
The Doll's House,1931-05-06,1931-05-09,,The Little Theatre Guild,,Play,1931,6,,,,
The Queen's Husband,1931-05-27,1931-05-30,,The Little Theatre Guild,,Play,1931,6,,,,
Broadway,1931-10-28,1931-10-30,,The Little Theatre Guild,,Play,1931,7,,,,
A Noble Outcast,1931-12-02,1931-12-04,,The Little Theatre Guild,,Play,1931,7,,,,
Ladies of the Jury,1932-01-27,1932-01-29,,The Little Theatre Guild,,Play,1932,7,,,,
Tweedles,1932-02-19,1932-02-19,,The Stagecrafters,,Play,1932,,,,,
"The Boor, The Valiant, The Lost Sheep (One Act Plays)",1932-03-02,1932-03-04,,The Little Theatre Guild,,Play,1932,7,,,,
Ghosts,1932-03-30,1932-04-01,,The Little Theatre Guild,,Play,1932,7,,,,
Diplomacy,1932-04-27,1932-04-29,,The Little Theatre Guild,,Play,1932,7,,,,
Aladdin and the Magic Lamp,1931-12-11,1931-12-12,,Children's Theatre,,Play,1931,,,,,
Alice in Wonderland,1932-04-08,1932-04-09,,Children's Theatre,,Play,1932,,,,,
Summer Magic ,1933-08-25,,,Children's Theatre,,Play,1933,,,,,
The Patchwork Girls from Oz,1933-05-04,1933-05-06,,Children's Theatre,,Play,1933,,,,,
Judith Clayton Marionettes: Circus Day Revue,1933-07-28,,,Children's Theatre,,Marionettes,1933,,,,,
Judith Clayton Marionettes: The Tar Baby,1933-08-11,,,Children's Theatre,,Marionettes,1933,,,,,
The Secret Garden,1934-11-02,1934-11-03,,Children's Theatre,,Play,1934,,,,,
CInderella,1935-12-07,,,Children's Theatre,,Play,1935,,,,,
Tattercoats and the Black Prince,1936-05-23,,,Children's Theatre,,Play,1936,,,,,
Jack and the Beanstalk,1936-11-05,1936-11-07,,Children's Theatre,,Play,1936,,,,,
Heidi,1937-02-25,1937-02-27,,Children's Theatre,,Play,1937,,,,,
Peanuts in a Striped Bag,1937-05-13,1937-05-15,,Children's Theatre,,Play,1937,,,,,
The Indian Captive,1937-11-04,1937-11-06,,Children's Theatre,,Play,1937,,,,,
Hans Brinker,1937-12-15,1937-12-18,,Children's Theatre,,Play,1937,,,,,
The Patchwork Girl of OZ,1938-03-16,1938-03-19,,Children's Theatre,,Play,1938,,,,,
Tom Sawyer,1938-05-05,1938-05-07,,Children's Theatre,,Play,1938,,,,,
Rip Van Winkle,1938-11-02,1938-11-04,,Children's Theatre,,Play,1938,,,,,
The Christmas Nightingale,1938-12-20,1938-12-23,,Children's Theatre,,Play,1938,,,,,
Seven Little Rebels,1939-03-01,1939-03-04,,Children's Theatre,,Play,1939,,,,,
The Emperor's New Clothes,1939-05-03,1939-05-06,,Children's Theatre,,Play,1939,,,,,
Young Hickory,1939-11-08,1939-11-11,,Children's Theatre,,Play,1939,,,,,
The Ghost of Mr. Penny,1939-12-13,1939-12-16,,Children's Theatre,,Play,1939,,,,,
Oliver Twist,1940-01-31,1940-02-03,,Children's Theatre,,Play,1940,,,,,
Hansel and Gretel,1940-04-30,1940-05-04,,Children's Theatre,,Play,1940,,,,,
Titian,1940-10-30,1940-11-02,,Children's Theatre,,Play,1940,,,,,
Sleeping Beauty,1940-12-04,1940-12-07,,Children's Theatre,,Play,1940,,,,,
Toad of Toad Hall,1941-02-26,1941-03-01,,Children's Theatre,,Play,1941,,,,,
Emil and the Detectives,1941-05-07,1941-05-10,,Children's Theatre,,Play,1941,,,,,
The Five Little Peppers,1941-10-29,1941-11-01,,Children's Theatre,,Play,1941,,,,,
Tom Sawyer's Treasure Hunt,1942-03-18,1942-03-21,,Children's Theatre,,Play,1942,,,,,
Aladdin,1942-04-29,1942-05-02,,Children's Theatre,,Play,1942,,,,,
Tattercoats and the Black Prince,1943-11-10,1943-11-13,,Children's Theatre,,Play,1943,,,,,
Rumpelstiltskin,1944-02-17,1944-02-19,,Children's Theatre,,Play,1944,,,,,
The Garden Circus,1944-04-27,1944-04-29,,Children's Theatre,,Play,1944,,,,,
Alice in Wonderland 16mm Marionette film/ Cinderella Marionette Play,1946-12-26,1944-12-29,,Children's Theatre,,Marionettes,1944,,,,,
The Sapphire Signet,1945-03-06,1945-03-10,,Children's Theatre,,Play,1945,,,,,
The Wizard of Oz,1945-05-01,1945-05-06,,Children's Theatre,,Play,1945,,,,,
Snow White and the Seven Dwarves,1945-11-13,1945-11-18,,Children's Theatre,,Play,1945,,,,,
The Indian Captive,1946-10-22,1946-10-26,,Children's Theatre,,Play,1946,,,,,
Treasure Island/ Jack Rabbit and the Beanstalk (Marionette Films),1946-12-27,1946-12-30,,Children's Theatre,,Play,1946,,,,,
The Snow Maiden,1947-03-12,1947-03-16,,Children's Theatre,,Play,1947,,,,,
"Peter, Peter, Pumpkin Eater",1947-05-06,1947-05-09,,Children's Theatre,,Play,1947,,,,,
The Princess and the Swineherd,1947-09-30,1947-10-03,,Children's Theatre,,Play,1947,,,,,
The Tempest,1947-12-10,1947-12-20,,Children's Theatre/ Community Playhouse,,Play,1947,,Nashville Community Playhouse and the Children's Theatre teamed up together for this performance.,,,
Tom Sawyer,1948-03-30,1948-04-03,,Children's Theatre,,Play,1948,,,,,
Daniel Boone,1948-11-02,1948-11-05,,Children's Theatre,,Play,1948,,,,,
The Emperor's New Clothes,1949-03-21,1949-03-26,,Children's Theatre,,Play,1949,,,,,
Sleeping Beauty,1949-05-09,1949-05-14,,Children's Theatre,,Play,1949,,,,,
Hans Brinker,1949-10-17,1949-10-22,,Children's Theatre,,Play,1949,,,,,
Peter Pan,1949-12-12,1949-12-17,,Children's Theatre/ Community Playhouse,,Play,1949,,Nashville Community Playhouse and the Children's Theatre teamed up together for this performance.,,,
The Patchwork Girl of Oz,1950-02-13,1950-02-18,,Children's Theatre,,Play,1950,,,,,
Bridle-Boy,1950-03-27,1950-04-01,,Children's Theatre,,Play,1950,,,,,
Treasure Island,1950-10-30,1950-11-05,,Children's Theatre,,Play,1950,,,,,
The Clown that Ran Away,1951-02-27,1951-03-06,,Children's Theatre,,Play,1951,,,,,
Rumpelstiltskin,1951-04-09,1951-04-14,,Children's Theatre,,Play,1951,,,,,
The Panda and the Spy,1951-11-05,1951-11-10,,Children's Theatre,,Play,1951,,,,,
Alice in Wonderland,1952-02-04,1952-02-09,,Children's Theatre,,Play,1952,,,,,
Marco Polo,1952-03-17,1952-03-22,,Children's Theatre,,Play,1952,,,,,
King Arthur and His Magic Sword,1952-11-03,1952-11-08,,Children's Theatre,,Play,1952,,,,,
The Magic Turquoise,1953-02-09,1953-02-13,,Children's Theatre,,Play,1953,,,,,
Peter Peter Pumpin Eater,1953-04-27,1953-05-02,,Children's Theatre,,Play,1953,,,,,
Tom Sawyer,1953-11-09,1953-11-13,,Children's Theatre,,Play,1953,,,,,
Land of the Dragon,1954-02-08,1954-02-13,,Children's Theatre,,Play,1954,,,,,
Simple Simon,1954-03-29,1954-04-03,,Children's Theatre,,Play,1954,,,,,
Buffalo Bill,1954-11-15,1954-11-20,,Children's Theatre,,Play,1954,,,,,
Mr. Dooley Jr.,1955-01-17,1955-01-21,,Children's Theatre,,Play,1955,,,,,
Hansel and Gretel,1955-11-10,1955-11-19,,Children's Theatre,,Play,1955,,,,,
Once Upon a Clothesline,1956-02-02,1956-02-11,,Children's Theatre,,Play,1956,,,,,
Robin Hood,1956-03-19,1956-03-24,,Children's Theatre,,Play,1956,,,,,
The Snow Queen,1956-11-05,1956-11-10,,Children's Theatre,,Play,1956,,,,,
Mr. Popper's Penguins,Jan,,,Children's Theatre,,Play,1957,,,,,
Young Hickory,1957-03-14,1957-03-22,,Children's Theatre,,Play,1957,,,,,
The Enchanted Box,1957-10-27,1957-11-02,,Children's Theatre,,Play,1957,,,,,
The Magic Horn,1958-02-03,1958-02-07,,Children's Theatre,,Play,1958,,,,,
To the Moon,1958-03-20,1958-03-29,,Children's Theatre,,Play,1958,,,,,
Vanderbilt Musical Club,1929-05-01,1929-05-04,,Vanderbilt,,Concert,1929,,,,,
Tweedles,1932-02-19,,,The Stagecrafters,,Play,1932,,,,,
Private Lives,1933-11-04,,,Broadway Players,,Play,1933,,,,,
Alice Sit-by-the-fire,1934-02-07,1934-02-10,,Nashville Experimental Theatre,,Play,1934,,,,,
Once In A Lifetime,1934-03-14,1934-03-19,,Nashville Experimental Theatre,,Play,1934,,,,,
Dangerous Corner,1934-04-19,,,Nashville Experimental Theatre,,Play,1934,,,,,
"GRAND OLE OPRY  (SATURDAY NIGHTS - OCT 3, 1934 - JUN 6, 1936)",1934-10-03,1936-06-06,,Grand Ole Opry,,Concert,1934,,,,,
Romeo and Juliet,1934-11-21,,,Avon Players,,Play,1934,,,,,
Othello,1934-11-22,,,Avon Players,,Play,1934,,,,,
Hamlet,1934-11-23,,,Avon Players,,Play,1934,,,,,
The Merchant of Venice,1934-11-24,,,Avon Players,,Play,1934,,,,,
The Drunkard,1934-11-29,,,The Joseph Selman Players,,Play,1934,,,,,
Three Cornered Moon,1935-11-20,1935-11-22,,Nashville Community Playhouse,,Play,1935,1,First Nashville Community Playhouse Play,,,
Double Door,1935-12-18,1935-12-20,,Nashville Community Playhouse,,Play,1935,1,,,,
Yellow Jacket,1936-02-05,1936-02-07,,Nashville Community Playhouse,,Play,1936,1,,,,
Her Master's Voice,1936-04-02,1936-04-06,,Nashville Community Playhouse,,Play,1936,1,,,,
Hotel Universe,1936-05-06,1936-05-08,,Nashville Community Playhouse,,Play,1936,1,,,,
Clear All Wires,1936-06-03,1936-06-05,,Nashville Community Playhouse,,Play,1936,1,,,,
Biography,1936-11-18,1936-11-20,,Nashville Community Playhouse,,Play,1936,2,,,,
Whistling in the Dark,1936-12-16,1936-12-18,,Nashville Community Playhouse,,Play,1936,2,,,,
Winterset,1937-02-10,1937-02-13,,Nashville Community Playhouse,,Play,1937,2,,,,
Goodbye Again,1937-03-17,1937-03-19,,Nashville Community Playhouse,,Play,1937,2,,,,
The Pizen Song,1937-04-22,1937-04-24,,Nashville Community Playhouse,,Play,1937,2,,,,
The Death of the Swan/ Inca of Persulem,1937-05-10,,,Nashville Community Playhouse,,Play,1937,2,,,,
Boy Meets Girl,1937-06-02,1937-06-05,,Nashville Community Playhouse,,Play,1937,2,,,,
Renovations. ,1937-10-03,,,Nashville Community Playhouse,,Information,1937,,Renovation,,,
What Price Glory,1937-10-27,1937-10-30,,Nashville Community Playhouse,,Play,1937,3,,,,
There's Always Juliet,1937-12-01,1937-12-04,,Nashville Community Playhouse,,Play,1937,3,,,,
High Tor,1938-01-26,1938-01-29,,Nashville Community Playhouse,,Play,1938,3,,,,
Juno and the Paycock,1938-03-02,1938-03-05,,Nashville Community Playhouse,,Play,1938,3,,,,
When Ladies Meet,1938-04-20,1938-04-23,,Nashville Community Playhouse,,Play,1938,3,,,,
Stage Door,1938-05-25,1938-05-28,,Nashville Community Playhouse,,Play,1938,3,,,,
Night of January 16th,1938-06-23,1938-06-25,,Nashville Community Playhouse,,Play,1938,3,,,,
Idiot's Delight,1938-10-26,1938-10-29,,Nashville Community Playhouse,,Play,1938,4,,,,
Room Service,1938-12-07,1938-12-10,,Nashville Community Playhouse,,Play,1938,4,,,,
Men in White,1939-02-08,1939-02-11,,Nashville Community Playhouse,,Play,1939,4,,,,
Pride and Prejudice,1939-03-20,1939-03-25,,Nashville Community Playhouse,,Play,1939,4,,,,
Night Must Fall,1939-04-19,1939-04-22,,Nashville Community Playhouse,,Play,1939,4,,,,
By Request,1939-04-25,1939-04-28,,Nashville Community Playhouse,,Play,1939,4,,,,
You Can't Take It With You,1939-06-05,1939-06-10,,Nashville Community Playhouse,,Play,1939,4,,,,
Julius Caesar,1939-08-15,1939-08-16,,Nashville Community Playhouse,,Play,1939,4,Summer Workshop,,,
"Ah, Wilderness!",1939-10-24,1939-10-29,,Nashville Community Playhouse,,Play,1939,5,,,,
The Petrified Forest,1939-12-05,1939-12-09,,Nashville Community Playhouse,,Play,1939,5,,,,
What a Life,1940-01-23,1940-01-27,,Nashville Community Playhouse,,Play,1940,5,,,,
Our Town,1940-03-04,1940-03-09,,Nashville Community Playhouse,,Play,1940,5,,,,
Berkeley Square,1940-04-03,1940-04-09,,Nashville Community Playhouse,,Play,1940,5,,,,
By Request,1940-04-24,1940-04-27,,Nashville Community Playhouse,,Play,1940,5,,,,
First Lady,1940-05-28,1940-06-01,,Nashville Community Playhouse,,Play,1940,5,,,,
Twelfth Night,1940-08-14,1940-08-15,,Nashville Community Playhouse,,Play,1940,5,Summer Workshop,,,
Margin for Error,1940-10-15,1940-10-19,,Nashville Community Playhouse,,Play,1940,6,,,,
Morning's at Seven,1940-11-19,1940-11-23,,Nashville Community Playhouse,,Play,1940,6,,,,
Outward Bound,1941-01-14,1941-01-18,,Nashville Community Playhouse,,Play,1941,6,,,,
Pursuit of Happiness,1941-02-11,1941-02-14,,Nashville Community Playhouse,,Play,1941,6,,,,
Sailors of Toulin,1941-04-02,1941-04-05,,Nashville Community Playhouse,,Play,1941,6,,,,
H.M.S. Pinafore,1941-04-21,1941-04-25,,Nashville Community Playhouse,,Play,1941,6,,,,
The Male Animal,1941-06-03,1941-06-07,,Nashville Community Playhouse,,Play,1941,6,,,,
Twentieth Century,1941-10-14,1941-10-18,,Nashville Community Playhouse,,Play,1941,7,,,,
Ladies in Retirement,1941-11-25,1941-11-29,,Nashville Community Playhouse,,Play,1941,7,,,,
The Women,1942-01-27,1942-01-31,,Nashville Community Playhouse,,Play,1942,7,,,,
The Gondoliers,1942-03-02,1942-03-07,,Nashville Community Playhouse,,Play,1942,7,,,,
Mr. and Mrs. North,1942-04-07,1942-04-11,,Nashville Community Playhouse,,Play,1942,7,,,,
Petticoat Fever,1942-05-19,1942-05-23,,Nashville Community Playhouse,,Play,1942,7,,,,
The Man Who Came To Dinner,1942-06-08,1942-06-12,,Nashville Community Playhouse,,Play,1942,7,,,,
The Eve of St. Mark,1942-11-03,1942-11-06,,Nashville Community Playhouse,,Play,1942,8,,,,
George and Margaret,1942-12-08,1942-12-12,,Nashville Community Playhouse,,Play,1942,8,,,,
